order_id,customer_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,price,freight_value,product_id,product_category_name,review_score,payment_type
ORD_01017,CUST_0062,2024-01-09 07:09:06,2024-01-19 07:09:06,2024-01-19 07:09:06,181.87,18.84,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01018,CUST_0101,2024-01-09 19:35:55,2024-01-14 19:35:55,2024-01-15 19:35:55,180.17,12.01,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01019,CUST_0027,2024-01-10 08:02:45,2024-01-21 08:02:45,2024-01-17 08:02:45,30.47,9.83,PROD_HOME_04,bed_bath_table,1,credit_card
ORD_01020,CUST_0052,2024-01-10 20:29:34,2024-01-16 20:29:34,2024-01-21 20:29:34,54.96,18.28,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01021,CUST_0029,2024-01-11 08:56:23,2024-01-17 08:56:23,2024-01-21 08:56:23,41.55,12.93,PROD_ELEC_01,electronics,3,credit_card
ORD_01022,CUST_0066,2024-01-11 21:23:12,2024-01-23 21:23:12,2024-01-21 21:23:12,88.56,9.79,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01023,CUST_0108,2024-01-12 09:50:01,2024-01-18 09:50:01,2024-01-23 09:50:01,214.91,13.51,PROD_WATCH_03,watches_gifts,2,credit_card
ORD_01024,CUST_0129,2024-01-12 22:16:50,2024-01-23 22:16:50,2024-01-20 22:16:50,116.83,21.91,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01025,CUST_0103,2024-01-13 10:43:40,2024-01-21 10:43:40,2024-01-21 10:43:40,114.74,11.78,PROD_FITNESS_05,sports_leisure,2,credit_card
ORD_01026,CUST_0059,2024-01-13 23:10:29,2024-01-21 23:10:29,2024-01-19 23:10:29,111.82,9.1,PROD_ELEC_01,electronics,4,credit_card
ORD_01027,CUST_0012,2024-01-14 11:37:18,2024-01-23 11:37:18,2024-01-21 11:37:18,178.14,10.52,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01028,CUST_0113,2024-01-15 00:04:07,2024-01-19 00:04:07,2024-01-22 00:04:07,113.37,8.56,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01029,CUST_0129,2024-01-15 12:30:56,2024-01-20 12:30:56,2024-01-26 12:30:56,56.15,16.32,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01030,CUST_0068,2024-01-16 00:57:45,2024-01-25 00:57:45,2024-01-24 00:57:45,104.48,12.12,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01031,CUST_0069,2024-01-16 13:24:35,2024-01-22 13:24:35,2024-01-23 13:24:35,161.21,17.11,PROD_ELEC_01,electronics,2,credit_card
ORD_01032,CUST_0097,2024-01-17 01:51:24,2024-01-28 01:51:24,2024-01-26 01:51:24,134.26,19.83,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01033,CUST_0147,2024-01-17 14:18:13,2024-01-29 14:18:13,2024-01-25 14:18:13,199.04,13.93,PROD_WATCH_03,watches_gifts,2,credit_card
ORD_01034,CUST_0128,2024-01-18 02:45:02,2024-01-27 02:45:02,2024-01-25 02:45:02,205.11,19.49,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01035,CUST_0042,2024-01-18 15:11:51,2024-01-23 15:11:51,2024-01-27 15:11:51,62.62,24.7,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01036,CUST_0113,2024-01-19 03:38:40,2024-01-23 03:38:40,2024-01-25 03:38:40,45.02,23.25,PROD_ELEC_01,electronics,5,credit_card
ORD_01037,CUST_0009,2024-01-19 16:05:30,2024-01-30 16:05:30,2024-01-27 16:05:30,175.58,22.39,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01038,CUST_0054,2024-01-20 04:32:19,2024-01-30 04:32:19,2024-01-26 04:32:19,163.04,9.43,PROD_WATCH_03,watches_gifts,3,credit_card
ORD_01039,CUST_0104,2024-01-20 16:59:08,2024-01-26 16:59:08,2024-01-31 16:59:08,26.98,9.73,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01040,CUST_0093,2024-01-21 05:25:57,2024-01-25 05:25:57,2024-02-01 05:25:57,142.98,19.76,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01041,CUST_0068,2024-01-21 17:52:46,2024-01-24 17:52:46,2024-02-01 17:52:46,94.96,20.69,PROD_ELEC_01,electronics,5,credit_card
ORD_01042,CUST_0135,2024-01-22 06:19:35,2024-01-27 06:19:35,2024-01-28 06:19:35,91.23,17.22,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01043,CUST_0119,2024-01-22 18:46:25,2024-01-30 18:46:25,2024-02-02 18:46:25,151.82,24.64,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01044,CUST_0008,2024-01-23 07:13:14,2024-02-05 07:13:14,2024-01-31 07:13:14,195.88,16.54,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01045,CUST_0061,2024-01-23 19:40:03,2024-01-28 19:40:03,2024-02-01 19:40:03,30.23,18.97,PROD_FITNESS_05,sports_leisure,3,credit_card
ORD_01046,CUST_0046,2024-01-24 08:06:52,2024-01-31 08:06:52,2024-02-04 08:06:52,104.58,8.26,PROD_ELEC_01,electronics,5,credit_card
ORD_01047,CUST_0046,2024-01-24 20:33:41,2024-01-31 20:33:41,2024-02-01 20:33:41,235.77,9.28,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01048,CUST_0067,2024-01-25 09:00:30,2024-01-29 09:00:30,2024-01-31 09:00:30,109.86,22.35,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01049,CUST_0024,2024-01-25 21:27:20,2024-01-29 21:27:20,2024-02-05 21:27:20,102.11,12.32,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01050,CUST_0017,2024-01-26 09:54:09,2024-02-05 09:54:09,2024-02-01 09:54:09,54.37,20.05,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01051,CUST_0026,2024-01-26 22:20:58,2024-01-31 22:20:58,2024-02-02 22:20:58,211.42,23.53,PROD_ELEC_01,electronics,4,credit_card
ORD_01052,CUST_0057,2024-01-27 10:47:47,2024-02-02 10:47:47,2024-02-06 10:47:47,66.77,9.21,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01053,CUST_0142,2024-01-27 23:14:36,2024-02-01 23:14:36,2024-02-05 23:14:36,149.46,15.45,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01054,CUST_0051,2024-01-28 11:41:25,2024-02-08 11:41:25,2024-02-04 11:41:25,141.67,12.87,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01055,CUST_0086,2024-01-29 00:08:15,2024-02-01 00:08:15,2024-02-07 00:08:15,33.35,13.16,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01056,CUST_0101,2024-01-29 12:35:04,2024-02-01 12:35:04,2024-02-08 12:35:04,83.38,24.41,PROD_ELEC_01,electronics,4,credit_card
ORD_01057,CUST_0006,2024-01-30 01:01:53,2024-02-05 01:01:53,2024-02-10 01:01:53,141.24,18.84,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01058,CUST_0013,2024-01-30 13:28:42,2024-02-03 13:28:42,2024-02-08 13:28:42,178.64,8.7,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01059,CUST_0019,2024-01-31 01:55:31,2024-02-12 01:55:31,2024-02-07 01:55:31,30.45,24.37,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01060,CUST_0137,2024-01-31 14:22:20,2024-02-07 14:22:20,2024-02-06 14:22:20,62.26,10.66,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01061,CUST_0126,2024-02-01 02:49:10,2024-02-09 02:49:10,2024-02-07 02:49:10,166.94,12.76,PROD_ELEC_01,electronics,5,credit_card
ORD_01062,CUST_0069,2024-02-01 15:15:59,2024-02-09 15:15:59,2024-02-11 15:15:59,115.21,12.21,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01063,CUST_0086,2024-02-02 03:42:48,2024-02-13 03:42:48,2024-02-12 03:42:48,49.96,8.78,PROD_WATCH_03,watches_gifts,1,credit_card
ORD_01064,CUST_0144,2024-02-02 16:09:37,2024-02-14 16:09:37,2024-02-09 16:09:37,130.7,16.05,PROD_HOME_04,bed_bath_table,3,credit_card
ORD_01065,CUST_0101,2024-02-03 04:36:26,2024-02-12 04:36:26,2024-02-10 04:36:26,157.41,18.8,PROD_FITNESS_05,sports_leisure,1,credit_card
ORD_01066,CUST_0138,2024-02-03 17:03:15,2024-02-15 17:03:15,2024-02-11 17:03:15,133.17,22.56,PROD_ELEC_01,electronics,5,credit_card
ORD_01067,CUST_0004,2024-02-04 05:30:05,2024-02-14 05:30:05,2024-02-11 05:30:05,30.7,17.96,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01068,CUST_0140,2024-02-04 17:56:54,2024-02-08 17:56:54,2024-02-12 17:56:54,163.31,15.79,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01069,CUST_0101,2024-02-05 06:23:43,2024-02-10 06:23:43,2024-02-11 06:23:43,231.66,23.39,PROD_HOME_04,bed_bath_table,3,credit_card
ORD_01070,CUST_0141,2024-02-05 18:50:32,2024-02-09 18:50:32,2024-02-15 18:50:32,45.31,19.61,PROD_FITNESS_05,sports_leisure,2,credit_card
ORD_01071,CUST_0008,2024-02-06 07:17:21,2024-02-18 07:17:21,2024-02-13 07:17:21,30.0,21.85,PROD_ELEC_01,electronics,4,credit_card
ORD_01072,CUST_0058,2024-02-06 19:44:11,2024-02-13 19:44:11,2024-02-13 19:44:11,160.22,22.92,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01073,CUST_0021,2024-02-07 08:11:00,2024-02-18 08:11:00,2024-02-16 08:11:00,63.15,20.76,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01074,CUST_0099,2024-02-07 20:37:49,2024-02-13 20:37:49,2024-02-14 20:37:49,78.75,17.87,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01075,CUST_0037,2024-02-08 09:04:38,2024-02-11 09:04:38,2024-02-18 09:04:38,184.08,12.05,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01076,CUST_0113,2024-02-08 21:31:27,2024-02-14 21:31:27,2024-02-14 21:31:27,93.81,23.22,PROD_ELEC_01,electronics,4,credit_card
ORD_01077,CUST_0140,2024-02-09 09:58:16,2024-02-20 09:58:16,2024-02-17 09:58:16,44.63,13.43,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01078,CUST_0128,2024-02-09 22:25:06,2024-02-15 22:25:06,2024-02-17 22:25:06,131.0,9.42,PROD_WATCH_03,watches_gifts,2,credit_card
ORD_01079,CUST_0140,2024-02-10 10:51:55,2024-02-21 10:51:55,2024-02-19 10:51:55,169.59,20.79,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01080,CUST_0057,2024-02-10 23:18:44,2024-02-19 23:18:44,2024-02-20 23:18:44,225.15,24.56,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01081,CUST_0122,2024-02-11 11:45:33,2024-02-18 11:45:33,2024-02-19 11:45:33,215.86,13.97,PROD_ELEC_01,electronics,2,credit_card
ORD_01082,CUST_0076,2024-02-12 00:12:22,2024-02-23 00:12:22,2024-02-19 00:12:22,204.95,22.74,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01083,CUST_0141,2024-02-12 12:39:11,2024-02-22 12:39:11,2024-02-19 12:39:11,110.28,23.16,PROD_WATCH_03,watches_gifts,3,credit_card
ORD_01084,CUST_0029,2024-02-13 01:06:01,2024-02-20 01:06:01,2024-02-24 01:06:01,237.13,14.36,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01085,CUST_0145,2024-02-13 13:32:50,2024-02-22 13:32:50,2024-02-19 13:32:50,152.26,13.95,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01086,CUST_0019,2024-02-14 01:59:39,2024-02-22 01:59:39,2024-02-22 01:59:39,78.48,13.61,PROD_ELEC_01,electronics,4,credit_card
ORD_01087,CUST_0141,2024-02-14 14:26:28,2024-02-18 14:26:28,2024-02-23 14:26:28,147.87,20.6,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01088,CUST_0127,2024-02-15 02:53:17,2024-02-26 02:53:17,2024-02-21 02:53:17,171.42,12.04,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01089,CUST_0113,2024-02-15 15:20:06,2024-02-26 15:20:06,2024-02-21 15:20:06,73.07,24.37,PROD_HOME_04,bed_bath_table,1,credit_card
ORD_01090,CUST_0061,2024-02-16 03:46:56,2024-02-23 03:46:56,2024-02-27 03:46:56,223.8,23.62,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01091,CUST_0147,2024-02-16 16:13:45,2024-02-22 16:13:45,2024-02-22 16:13:45,137.47,18.7,PROD_ELEC_01,electronics,5,credit_card
ORD_01092,CUST_0001,2024-02-17 04:40:34,2024-02-24 04:40:34,2024-02-28 04:40:34,150.63,23.32,PROD_BEAUTY_02,health_beauty,1,credit_card
ORD_01093,CUST_0012,2024-02-17 17:07:23,2024-02-29 17:07:23,2024-02-28 17:07:23,122.97,18.54,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01094,CUST_0092,2024-02-18 05:34:12,2024-02-24 05:34:12,2024-02-25 05:34:12,108.48,11.9,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01095,CUST_0101,2024-02-18 18:01:01,2024-02-29 18:01:01,2024-02-27 18:01:01,237.04,19.87,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01096,CUST_0141,2024-02-19 06:27:51,2024-02-24 06:27:51,2024-02-29 06:27:51,227.21,15.08,PROD_ELEC_01,electronics,4,credit_card
ORD_01097,CUST_0010,2024-02-19 18:54:40,2024-02-29 18:54:40,2024-03-01 18:54:40,211.2,8.77,PROD_BEAUTY_02,health_beauty,1,credit_card
ORD_01098,CUST_0033,2024-02-20 07:21:29,2024-02-28 07:21:29,2024-02-26 07:21:29,128.28,24.75,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01099,CUST_0026,2024-02-20 19:48:18,2024-03-02 19:48:18,2024-03-02 19:48:18,203.27,17.67,PROD_HOME_04,bed_bath_table,2,credit_card
ORD_01100,CUST_0105,2024-02-21 08:15:07,2024-02-26 08:15:07,2024-02-27 08:15:07,27.94,9.28,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01101,CUST_0095,2024-02-21 20:41:56,2024-02-28 20:41:56,2024-03-03 20:41:56,221.33,17.95,PROD_ELEC_01,electronics,5,credit_card
ORD_01102,CUST_0083,2024-02-22 09:08:46,2024-02-25 09:08:46,2024-03-03 09:08:46,121.87,10.2,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01103,CUST_0004,2024-02-22 21:35:35,2024-02-25 21:35:35,2024-02-28 21:35:35,187.75,8.8,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01104,CUST_0039,2024-02-23 10:02:24,2024-03-06 10:02:24,2024-03-01 10:02:24,136.87,21.13,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01105,CUST_0012,2024-02-23 22:29:13,2024-02-26 22:29:13,2024-03-05 22:29:13,233.11,9.5,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01106,CUST_0145,2024-02-24 10:56:02,2024-03-04 10:56:02,2024-03-05 10:56:02,158.37,19.97,PROD_ELEC_01,electronics,3,credit_card
ORD_01107,CUST_0038,2024-02-24 23:22:51,2024-02-28 23:22:51,2024-03-02 23:22:51,161.88,17.43,PROD_BEAUTY_02,health_beauty,2,credit_card
ORD_01108,CUST_0052,2024-02-25 11:49:41,2024-03-07 11:49:41,2024-03-07 11:49:41,121.95,23.48,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01109,CUST_0106,2024-02-26 00:16:30,2024-03-02 00:16:30,2024-03-03 00:16:30,229.15,10.5,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01110,CUST_0074,2024-02-26 12:43:19,2024-02-29 12:43:19,2024-03-06 12:43:19,39.24,8.78,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01111,CUST_0126,2024-02-27 01:10:08,2024-03-11 01:10:08,2024-03-06 01:10:08,76.63,9.29,PROD_ELEC_01,electronics,2,credit_card
ORD_01112,CUST_0080,2024-02-27 13:36:57,2024-03-11 13:36:57,2024-03-09 13:36:57,175.0,11.06,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01113,CUST_0025,2024-02-28 02:03:46,2024-03-04 02:03:46,2024-03-07 02:03:46,135.78,24.54,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01114,CUST_0051,2024-02-28 14:30:36,2024-03-04 14:30:36,2024-03-09 14:30:36,61.32,12.74,PROD_HOME_04,bed_bath_table,3,credit_card
ORD_01115,CUST_0149,2024-02-29 02:57:25,2024-03-08 02:57:25,2024-03-06 02:57:25,139.9,14.05,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01116,CUST_0078,2024-02-29 15:24:14,2024-03-12 15:24:14,2024-03-10 15:24:14,94.14,9.57,PROD_ELEC_01,electronics,4,credit_card
ORD_01117,CUST_0056,2024-03-01 03:51:03,2024-03-14 03:51:03,2024-03-11 03:51:03,25.56,22.76,PROD_BEAUTY_02,health_beauty,2,credit_card
ORD_01118,CUST_0099,2024-03-01 16:17:52,2024-03-07 16:17:52,2024-03-12 16:17:52,75.77,20.92,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01119,CUST_0130,2024-03-02 04:44:41,2024-03-14 04:44:41,2024-03-13 04:44:41,56.76,10.26,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01120,CUST_0107,2024-03-02 17:11:31,2024-03-06 17:11:31,2024-03-09 17:11:31,101.14,14.75,PROD_FITNESS_05,sports_leisure,2,credit_card
ORD_01121,CUST_0119,2024-03-03 05:38:20,2024-03-10 05:38:20,2024-03-12 05:38:20,29.32,13.48,PROD_ELEC_01,electronics,3,credit_card
ORD_01122,CUST_0126,2024-03-03 18:05:09,2024-03-14 18:05:09,2024-03-09 18:05:09,98.73,16.06,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01123,CUST_0109,2024-03-04 06:31:58,2024-03-08 06:31:58,2024-03-13 06:31:58,140.48,17.98,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01124,CUST_0113,2024-03-04 18:58:47,2024-03-09 18:58:47,2024-03-11 18:58:47,86.01,14.17,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01125,CUST_0059,2024-03-05 07:25:36,2024-03-13 07:25:36,2024-03-15 07:25:36,225.74,8.13,PROD_FITNESS_05,sports_leisure,3,credit_card
ORD_01126,CUST_0070,2024-03-05 19:52:26,2024-03-14 19:52:26,2024-03-14 19:52:26,207.93,9.49,PROD_ELEC_01,electronics,5,credit_card
ORD_01127,CUST_0055,2024-03-06 08:19:15,2024-03-17 08:19:15,2024-03-14 08:19:15,137.77,14.98,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01128,CUST_0006,2024-03-06 20:46:04,2024-03-10 20:46:04,2024-03-15 20:46:04,233.44,22.71,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01129,CUST_0113,2024-03-07 09:12:53,2024-03-17 09:12:53,2024-03-18 09:12:53,168.76,23.8,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01130,CUST_0136,2024-03-07 21:39:42,2024-03-19 21:39:42,2024-03-15 21:39:42,205.3,11.49,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01131,CUST_0068,2024-03-08 10:06:31,2024-03-13 10:06:31,2024-03-17 10:06:31,134.14,12.12,PROD_ELEC_01,electronics,2,credit_card
ORD_01132,CUST_0090,2024-03-08 22:33:21,2024-03-16 22:33:21,2024-03-18 22:33:21,133.81,23.84,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01133,CUST_0003,2024-03-09 11:00:10,2024-03-12 11:00:10,2024-03-20 11:00:10,97.37,10.29,PROD_WATCH_03,watches_gifts,2,credit_card
ORD_01134,CUST_0130,2024-03-09 23:26:59,2024-03-19 23:26:59,2024-03-16 23:26:59,43.89,10.36,PROD_HOME_04,bed_bath_table,1,credit_card
ORD_01135,CUST_0009,2024-03-10 11:53:48,2024-03-23 11:53:48,2024-03-21 11:53:48,113.55,13.93,PROD_FITNESS_05,sports_leisure,5,credit_card
ORD_01136,CUST_0062,2024-03-11 00:20:37,2024-03-15 00:20:37,2024-03-22 00:20:37,225.58,24.85,PROD_ELEC_01,electronics,3,credit_card
ORD_01137,CUST_0035,2024-03-11 12:47:26,2024-03-14 12:47:26,2024-03-22 12:47:26,35.34,21.29,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01138,CUST_0014,2024-03-12 01:14:16,2024-03-17 01:14:16,2024-03-22 01:14:16,65.08,12.01,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01139,CUST_0062,2024-03-12 13:41:05,2024-03-18 13:41:05,2024-03-18 13:41:05,213.6,14.67,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01140,CUST_0039,2024-03-13 02:07:54,2024-03-23 02:07:54,2024-03-24 02:07:54,218.43,18.61,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01141,CUST_0063,2024-03-13 14:34:43,2024-03-16 14:34:43,2024-03-19 14:34:43,101.4,14.66,PROD_ELEC_01,electronics,4,credit_card
ORD_01142,CUST_0053,2024-03-14 03:01:32,2024-03-24 03:01:32,2024-03-22 03:01:32,141.71,15.34,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01143,CUST_0042,2024-03-14 15:28:22,2024-03-20 15:28:22,2024-03-24 15:28:22,131.52,20.6,PROD_WATCH_03,watches_gifts,4,credit_card
ORD_01144,CUST_0038,2024-03-15 03:55:11,2024-03-26 03:55:11,2024-03-21 03:55:11,177.0,21.24,PROD_HOME_04,bed_bath_table,3,credit_card
ORD_01145,CUST_0086,2024-03-15 16:22:00,2024-03-19 16:22:00,2024-03-22 16:22:00,131.21,20.83,PROD_FITNESS_05,sports_leisure,2,credit_card
ORD_01146,CUST_0141,2024-03-16 04:48:49,2024-03-22 04:48:49,2024-03-26 04:48:49,52.41,14.75,PROD_ELEC_01,electronics,5,credit_card
ORD_01147,CUST_0005,2024-03-16 17:15:38,2024-03-22 17:15:38,2024-03-25 17:15:38,190.95,8.21,PROD_BEAUTY_02,health_beauty,4,credit_card
ORD_01148,CUST_0036,2024-03-17 05:42:27,2024-03-29 05:42:27,2024-03-25 05:42:27,153.79,22.06,PROD_WATCH_03,watches_gifts,5,credit_card
ORD_01149,CUST_0104,2024-03-17 18:09:17,2024-03-25 18:09:17,2024-03-28 18:09:17,111.18,15.85,PROD_HOME_04,bed_bath_table,5,credit_card
ORD_01150,CUST_0140,2024-03-18 06:36:06,2024-03-30 06:36:06,2024-03-28 06:36:06,54.91,9.71,PROD_FITNESS_05,sports_leisure,4,credit_card
ORD_01151,CUST_0104,2024-03-18 19:02:55,2024-03-31 19:02:55,2024-03-27 19:02:55,46.98,23.62,PROD_ELEC_01,electronics,5,credit_card
ORD_01152,CUST_0037,2024-03-19 07:29:44,2024-03-29 07:29:44,2024-03-26 07:29:44,190.82,14.37,PROD_BEAUTY_02,health_beauty,2,credit_card
ORD_01153,CUST_0051,2024-03-19 19:56:33,2024-03-29 19:56:33,2024-03-25 19:56:33,224.0,15.66,PROD_WATCH_03,watches_gifts,2,credit_card
ORD_01154,CUST_0149,2024-03-20 08:23:22,2024-04-01 08:23:22,2024-03-31 08:23:22,65.06,22.24,PROD_HOME_04,bed_bath_table,4,credit_card
ORD_01155,CUST_0055,2024-03-20 20:50:12,2024-03-25 20:50:12,2024-03-30 20:50:12,106.55,20.65,PROD_FITNESS_05,sports_leisure,3,credit_card
ORD_01156,CUST_0057,2024-03-21 09:17:01,2024-03-28 09:17:01,2024-03-28 09:17:01,96.7,14.77,PROD_ELEC_01,electronics,4,credit_card
ORD_01157,CUST_0075,2024-03-21 21:43:50,2024-03-29 21:43:50,2024-03-28 21:43:50,125.13,16.17,PROD_BEAUTY_02,health_beauty,5,credit_card
ORD_01158,CUST_0128,2024-03-22 10:10:39,2024-04-04 10:10:39,2024-03-30 10:10:39,122.27,10.39,PROD_WATCH_03,watches_gifts,3,credit_card
ORD_01159,CUST_0088,2024-03-22 22:37:28,2024-03-25 22:37:28,2024-03-28 22:37:28,192.81,12.72,PROD_HOME_04,bed_bath_table,3,credit_card
ORD_01160,CUST_0114,2024-03-23 11:04:17,2024-03-30 11:04:17,2024-03-29 11:04:17,63.28,24.34,PROD_FITNESS_05,sports_leisure,3,credit_card
ORD_01161,CUST_0118,2024-03-23 23:31:07,2024-03-31 23:31:07,2024-04-01 23:31:07,140.04,11.14,PROD_ELEC_01,electronics,4,credit_card
